city;cases;pop;lat;lon;
Károlyháza;16;562;47.8036155;17.344787;
Tápiógyörgye;101;3548;47.3341052;19.9519935;
Bükkszenterzsébet;29;1019;48.0507263;20.1554581;
Komló;708;24886;46.1911673;18.2613778;
Paszab;37;1301;48.1415281;21.6654037;
Szemenye;10;352;47.1015531;16.9067287;
Balatonújlak;14;493;46.6759752;17.383049;
Udvari;9;317;46.5929728;18.5109632;
Kocsér;51;1797;47.0019741;19.9223932;
Szabadegyháza;61;2150;47.0767634;18.6924831;
Bezi;15;529;43.3426562;3.2131307;
Táp;21;743;47.516569;17.8302582;
Tiszatardos;7;248;48.0407768;21.379409;
Tekenye;13;461;46.9598501;17.1227984;
Sajólád;85;3015;48.0466664;20.9024877;
Borsodivánka;19;674;47.6988334;20.6563366;
Tiszanagyfalu;54;1916;48.0935241;21.4705176;
Hosztót;2;71;47.0867499;17.2401158;
Kemenesszentmárton;6;213;47.2935545;17.1634;
Kunszentmárton;228;8105;46.8399054;20.2908813;
Tetétlen;38;1351;47.3136847;21.3040955;
Dömös;34;1209;47.7636231;18.9110928;
Nyírkércs;22;783;48.0151567;22.0474572;
Bag;111;3957;47.6337331;19.4792099;
Gönc;57;2032;48.4724881;21.2726277;
Mikebuda;21;749;47.1567802;19.6152108;
Lepsény;89;3179;46.9943177;18.2443158;
Hegyhátsál;4;143;46.960057;16.6423118;
Kübekháza;44;1573;46.1495422;20.2763754;
Pócspetri;48;1716;47.8812739;21.993548;
Véménd;40;1430;46.1569155;18.6172563;
Fehértó;14;501;47.6761959;17.3452873;
Kiskunmajsa;323;11562;46.4906228;19.7393121;
Monok;42;1504;48.2121842;21.1497677;
Nemesgulács;28;1003;46.834759;17.4833775;
Feked;6;215;46.1609522;18.5599129;
Kisherend;6;215;45.9633179;18.3318995;
Váraszó;13;466;48.0584585;20.1128042;
Dunapataj;88;3155;46.6442755;18.9990105;
Sántos;14;502;46.3440744;17.8829943;
Tiszaigar;23;825;47.5353761;20.7999697;
Bükkábrány;46;1652;47.8877699;20.6834042;
Dég;61;2191;46.8727995;18.4477565;
Járdánháza;50;1797;48.1576987;20.2510392;
Jászjákóhalma;81;2913;47.5219388;19.9891136;
Emőd;139;4999;47.9339466;20.8165452;
Hejőkeresztúr;29;1044;47.9617366;20.8838645;
Páli;13;468;43.814105;18.5692689;
Szár;47;1692;47.4787964;18.5185002;
Kisújszállás;307;11063;47.2162053;20.7546669;
Nagyhalász;160;5773;48.1322422;21.7593891;
Árpás;7;253;47.5122206;17.3970132;
Tevel;38;1374;46.41248;18.4555663;
Szirák;31;1121;47.8285516;19.5300976;
Méhtelek;22;796;47.9318369;22.8475153;
Bakonyszombathely;38;1375;47.4763525;17.9594079;
Kunszállás;48;1737;46.7605889;19.7524013;
Legyesbénye;41;1487;48.1602248;21.1495954;
Apagy;67;2431;47.9593892;21.9348469;
Csörötnek;24;871;46.9516895;16.3654918;
Szigetújfalu;61;2214;47.2332083;18.9235417;
Nyírmártonfalva;56;2033;47.5828901;21.9029176;
Ömböly;13;472;47.7003504;22.2131551;
Tófej;19;690;46.6675957;16.8000458;
Sajóvelezd;22;799;48.2731652;20.4614174;
Borsfa;20;727;46.5012202;16.7834908;
Szentantalfa;14;509;46.9121817;17.6739932;
Gesztely;76;2764;48.1027448;20.9648967;
Csabaszabadi;8;291;46.5746387;20.9531699;
Csörnyeföld;12;437;46.498843;16.6333646;
Kajárpéc;35;1275;47.4951901;17.6272578;
Raposka;7;255;46.8484058;17.4231011;
Zalaerdőd;7;255;47.0547996;17.1422276;
Petneháza;49;1787;48.0571832;22.0812431;
Tápióbicske;100;3647;47.3622153;19.6867465;
Csolnok;89;3248;47.6946334;18.7175944;
Kerkáskápolna;2;73;46.7848249;16.4271955;
Nemesbük;22;803;46.8216573;17.1443628;
Nemeskeresztúr;8;292;47.0936033;17.1934153;
Orfalu;2;73;46.881409;16.2665315;
Szinpetri;6;219;48.483603;20.6244649;
Magyarlak;22;804;46.9518924;16.3486678;
Kótaj;126;4607;48.0478876;21.709878;
Bőcs;76;2780;48.0385461;20.9716444;
Balatonszepezd;12;439;46.8518266;17.6637569;
Büttös;5;183;48.4775116;21.0053506;
Magyarszék;28;1025;46.1953947;18.1961806;
Beregsurány;29;1062;48.1608126;22.5459491;
Kurityán;43;1575;48.313992;20.6209451;
Pusztamérges;30;1099;46.3284358;19.6857424;
Tiszabercel;51;1869;48.1565239;21.6493885;
Balatonlelle;133;4875;46.7867617;17.6965209;
Kartal;163;5977;47.66792;19.5311002;
Dunafalva;25;917;46.0838489;18.7725538;
Ópályi;89;3265;47.995763;22.3223431;
Jászivány;11;404;47.5222439;20.2464747;
Kereki;15;551;46.7959566;17.9118845;
Alacska;20;735;48.2155393;20.6516274;
Vértesacsa;51;1875;47.3744031;18.579658;
Koppányszántó;9;331;46.5929144;18.1117673;
Bükkösd;31;1141;46.1109918;17.9945542;
Mezőfalva;129;4749;46.9324818;18.7790405;
Törtel;115;4234;47.122487;19.9386111;
Zalatárnok;17;626;46.7009103;16.7577638;
Ipolytarnóc;12;442;48.2375562;19.6270027;
Szegilong;7;258;48.2189752;21.4004425;
Balmazújváros;478;17618;47.6116279;21.3437378;
Nemessándorháza;9;332;46.7843271;16.9497352;
Kamut;29;1070;46.760315;20.9832753;
Dombrád;111;4100;48.2256872;21.9244483;
Nagynyárád;19;702;45.9448762;18.581665;
Tiszatenyő;45;1663;47.1359865;20.3797581;
Hidas;57;2107;46.2584081;18.4965098;
Csér;1;37;47.4174522;16.9330194;
Darvas;15;555;47.1003189;21.3390173;
Ziliz;11;407;48.2516498;20.7901646;
Szabadbattyán;129;4774;47.1177414;18.3677694;
Csincse;15;557;47.8883059;20.7678226;
Tiszasüly;41;1523;47.3891094;20.3876966;
Almamellék;12;448;46.1575387;17.8741358;
Csitár;11;411;48.0543368;19.4292544;
Hőgyész;75;2803;46.4956982;18.4188957;
Nagyrév;18;673;46.9456379;20.1426865;
Szakácsi;5;187;48.3812522;20.8633949;
Beret;8;300;48.3451552;21.0242847;
Debercsény;2;75;47.9648795;19.3162254;
Tiszajenő;41;1539;47.0311761;20.1415833;
Diósberény;9;338;46.5337591;18.4449594;
Kiskinizs;9;338;48.2511943;21.0355533;
Adács;70;2629;47.691546;19.9751962;
Cserszegtomaj;89;3343;46.8058869;17.23156;
Erdőhorváti;16;601;48.3147908;21.4275388;
Nagyrábé;57;2142;47.2045882;21.3192277;
Jászkarajenő;71;2670;47.0537807;20.0683316;
Tiszaörs;36;1354;47.5080437;20.8201259;
Tiszakürt;37;1392;46.8849074;20.1235659;
Őr;41;1546;43.9792797;-120.737257;
Villánykövesd;7;264;45.8805828;18.4252542;
Pethőhenye;11;415;46.8769093;16.9187578;
Gamás;20;755;46.6202379;17.7625713;
Sárszentágota;36;1360;46.9705991;18.5665592;
Martonvásár;152;5743;47.3299049;18.7687291;
Zámoly;63;2382;47.3183087;18.4139732;
Hajdúdorog;235;8900;47.8157169;21.5006846;
Balatonfőkajár;36;1365;47.0202933;18.2122159;
Mernye;35;1328;46.5087018;17.8199639;
Ásotthalom;106;4023;46.1951162;19.7804054;
Gősfa;8;304;46.960227;16.8574048;
Nyőgér;9;342;47.1815879;16.9377115;
Jenő;34;1293;47.105789;18.2499452;
Sáregres;18;685;46.7814792;18.5973335;
Vál;68;2588;43.4390685;6.0733753;
Karmacs;20;762;46.8365288;17.1740485;
Egyek;140;5335;47.6314647;20.8881462;
Zádor;9;343;48.3867552;20.4847849;
Sárrétudvari;77;2935;47.2392356;21.1895381;
Hosszúpályi;156;5947;47.39177;21.7335185;
Bakóca;8;305;46.2072106;17.9997737;
Görgeteg;30;1144;46.1465788;17.4364106;
Nagykarácsony;37;1411;46.8666921;18.7749966;
Cák;7;267;47.353935;16.5136076;
Vászoly;7;267;46.9392057;17.7591997;
Lajoskomárom;58;2214;46.8417783;18.337205;
Maráza;5;191;46.0750642;18.51359;
Zamárdi;69;2637;46.8800183;17.9459928;
Sződ;79;3020;47.7191669;19.1819507;
Ráckeresztúr;92;3521;47.2728306;18.835303;
Bükkaranyos;40;1531;47.9853201;20.7804184;
Gyulaj;25;958;46.5053571;18.2946434;
Fulókércs;11;422;48.4274209;21.1059018;
Berzék;27;1036;48.0244838;20.9573107;
Bátya;54;2073;46.4874153;18.954523;
Bakonyszentlászló;46;1766;47.3907437;17.8043374;
Németfalu;5;192;46.8158688;16.6857974;
Somogyegres;5;192;46.6757497;18.0268342;
Csombárd;7;269;46.4520865;17.6720808;
Romonya;14;538;46.0885145;18.3396465;
Kunadacs;39;1499;46.9561969;19.2945534;
Zalahaláp;33;1269;46.9149979;17.4593495;
Katymár;48;1848;46.0345287;19.2098709;
Sirok;46;1771;47.9308649;20.1957821;
Kamond;11;424;47.1483242;17.203441;
Egervölgy;9;347;47.1190307;16.9083672;
Múcsony;77;2969;48.2697977;20.680282;
Nagydorog;69;2661;46.6235837;18.6554107;
Dánszentmiklós;75;2893;47.2077306;19.5561129;
Szalapa;5;193;46.9916231;17.1455;
Baks;52;2008;46.5495087;20.1071453;
Nábrád;24;927;48.0052679;22.4464114;
Magyarkeresztúr;12;464;47.5214172;17.165459;
Szabadszentkirály;21;812;46.0063396;18.0421248;
Zalaigrice;3;116;46.7468833;17.0094819;
Szamossályi;19;735;47.9063781;22.6103075;
Ászár;45;1741;47.509266;18.0045383;
Kétegyháza;95;3678;46.5455442;21.1856277;
Cece;67;2594;46.7705943;18.6284199;
Varászló;4;155;46.4348111;17.217243;
Gégény;50;1938;48.1471956;21.9490593;
Szelevény;26;1009;46.8034945;20.1973333;
Ganna;7;272;47.2313133;17.5278367;
Heresznye;7;272;46.0555387;17.2760401;
Kiskorpád;23;894;46.3631367;17.6093279;
Mikosszéplak;8;311;47.0323673;16.9746297;
Borsodbóta;22;856;48.2118128;20.3963817;
Szank;62;2414;46.54982;19.6756762;
Akasztó;85;3310;46.6909821;19.2063536;
Kánó;4;156;49.1810037;-0.3698915;
Kóspallag;19;741;47.8745947;18.9340791;
Nemeshetés;7;273;46.8023641;16.9143995;
Nyomár;8;312;48.276117;20.8167734;
Szólád;15;586;46.7867708;17.8401811;
Borsosberény;24;938;47.9763628;19.1174909;
Tolnanémedi;26;1018;46.7141878;18.4739246;
Martonfa;6;235;46.1161487;18.3723812;
Bekölce;17;666;48.0804761;20.2749095;
Galgamácsa;49;1920;47.693753;19.3848053;
Kálló;40;1568;47.7489664;19.4919898;
Cserkút;16;628;46.0762599;18.135226;
Hetvehely;12;471;46.1321454;18.0441532;
Korlát;8;314;48.3785841;21.245644;
Zalaszentlőrinc;7;275;46.9167613;16.8884246;
Meződ;3;118;46.28852;18.1021495;
Pécsdevecser;3;118;45.9592606;18.3833633;
Tormafölde;9;354;46.5390872;16.5920112;
Pálmonostora;47;1849;46.6264137;19.9443532;
Becsvölgye;20;787;46.7592756;16.6812859;
Drávafok;14;551;45.8849806;17.7637018;
Csenger;133;5235;47.8363678;22.6794652;
Győrvár;16;630;46.9865245;16.8397595;
Nagyecsed;164;6467;47.8626738;22.3870647;
Vámospércs;141;5562;47.5267293;21.8987164;
Magyarszecsőd;11;434;47.0363937;16.6499156;
Újcsanálos;22;868;48.1379107;21.003781;
Tiszaadony;17;671;48.2251757;22.2905285;
Kerkaszentkirály;6;237;46.5006811;16.5794937;
Mátraszentimre;12;474;47.9095321;19.8798252;
Románd;8;316;47.4470773;17.7914628;
Tarnaméra;41;1622;47.6522963;20.154955;
Simaság;14;554;47.4217282;16.8439303;
Nagyvarsány;36;1426;48.1602115;22.278372;
Somberek;37;1466;46.0808514;18.6599695;
Nemeskocs;8;317;47.1994874;17.1864977;
Szászfa;3;119;48.4720906;20.9422796;
Pusztaszabolcs;153;6071;47.1385777;18.7576092;
Sarkadkeresztúr;38;1508;46.8083398;21.3813249;
Nagyvisnyó;24;955;48.1397015;20.4229656;
Orgovány;87;3463;46.7514033;19.476022;
Solt;162;6468;46.8022565;19.0046438;
Bár;14;559;48.4088704;7.4492808;
Jánosháza;62;2479;47.1198765;17.1642699;
Alsóörs;47;1880;46.9882663;17.9770715;
Szakony;11;440;47.4258286;16.7158326;
Szárász;1;40;46.3488336;18.3725516;
Vásárosfalu;4;160;47.4548442;17.1178617;
Szigliget;23;921;46.8014362;17.4331745;
Balatonőszöd;14;561;46.8069464;17.8002219;
Csesznek;13;521;47.3543147;17.8827939;
Nagycsécs;20;802;47.9589129;20.9516929;
Boldog;74;2977;47.6012001;19.6954291;
Árpádhalom;12;483;46.6177075;20.5505094;
Mesterháza;4;161;47.3736398;16.8633456;
Ládbesenyő;7;282;48.3434334;20.7861181;
Inke;31;1251;46.3947291;17.1994768;
Somogyhárságy;11;444;46.1610505;17.7731163;
Homokszentgyörgy;27;1091;46.115998;17.5689682;
Kacsóta;7;283;46.0385473;17.9563727;
Szamosszeg;47;1902;48.0427241;22.3650383;
Darány;23;931;45.9814198;17.5889964;
Kardos;14;567;46.7968871;20.7195253;
Mogyoróska;2;81;48.3764617;21.327408;
Nemesdéd;20;810;46.4297304;17.2438609;
Tompaládony;8;324;47.3805647;16.8837579;
Szögliget;15;608;48.5236809;20.6743042;
Pilis;299;12120;47.2860696;19.5467411;
Hidegség;11;446;47.6251989;16.7413826;
Sajógalgóc;9;365;48.2959703;20.5310966;
Farmos;87;3536;47.3616376;19.8489595;
Mikófalva;17;691;48.0556043;20.3158382;
Füzesgyarmat;139;5650;47.1045582;21.2106131;
Kenderes;111;4512;47.2477469;20.6720305;
Damak;6;244;48.3162697;20.820589;
Hegymeg;3;122;48.3310074;20.8614114;
Bakonyszücs;7;285;47.3428492;17.681372;
Harc;21;855;51.724937600000004;10.69489239078069;
Csávoly;44;1793;46.194385;19.1441018;
Bozsok;9;367;47.3223133;16.4886974;
Bodrog;10;408;46.4868462;17.653198;
Vanyola;14;572;47.3850372;17.5970426;
Bátaapáti;10;409;46.2219082;18.5989117;
Csévharaszt;50;2046;47.2995594;19.4326126;
Borsodszirák;30;1228;48.2610547;20.766952;
Adorjás;5;205;45.8498912;18.0640569;
Baglad;1;41;46.6805547;16.4844556;
Füzér;10;410;48.5381019;21.4559639;
Ipolydamásd;10;410;47.8416337;18.8293542;
Vámosatya;14;574;48.1968983;22.4077419;
Felsőrajk;18;739;46.6809597;16.9863145;
Püspökszilágy;18;739;47.7402533;19.3154773;
Kompolt;49;2012;47.7427765;20.240174;
Nyírgelse;28;1150;47.7613005;21.9725648;
Monor;452;18566;47.3527433;19.4468404;
Kővágószőlős;33;1357;46.0839686;18.1237809;
Izsófalva;43;1771;48.3097463;20.6531001;
Felsőszölnök;14;577;46.8780527;16.1653928;
Tisztaberek;18;745;47.9600367;22.7926265;
Dörgicse;7;290;46.9156578;17.7236469;
Balatonboglár;142;5883;46.7785548;17.6553063;
Szárliget;61;2528;47.5184474;18.4935586;
Fülöpháza;22;912;46.8922933;19.444849;
Fonyód;125;5183;46.7467521;17.54946;
Attala;19;788;46.3765721;18.0660777;
Sárpilis;17;707;46.2477636;18.7411445;
Tornaszentjakab;5;208;48.5216509;20.8675522;
Tiszadob;66;2746;48.0094768;21.1668435;
Nagyváty;8;333;46.0607548;17.9313287;
Körösladány;109;4538;46.9618183;21.0774039;
Mándok;104;4334;48.3221462;22.1901309;
Hernádkak;40;1668;48.0936674;20.9679537;
Mindszentgodisa;21;876;46.2294986;18.0730903;
Somogyvár;42;1752;46.59571;17.6371282;
Kisar;27;1127;48.0570806;22.5153076;
Boconád;31;1294;47.6420641;20.1873111;
Egerbakta;35;1462;47.9355323;20.2905231;
Tunyogmatolcs;61;2549;47.9706517;22.4582423;
Muhi;12;502;47.9795924;20.9288979;
Zaláta;6;251;45.8099931;17.8902198;
Őcsény;58;2431;46.3118597;18.7589115;
Hernádnémeti;86;3606;48.0711901;20.9770518;
Búcsúszentlászló;18;755;46.7882297;16.9308148;
Homokmégy;31;1301;46.4879879;19.0737359;
Nagyberény;32;1343;46.7982528;18.1639971;
Nyárlőrinc;56;2351;46.8605244;19.8740931;
Bakonykoppány;5;210;47.3304801;17.6866492;
Csertő;10;420;46.0903378;17.8027802;
Gömörszőlős;2;84;48.3738088;20.4273216;
Kákics;5;210;45.9030885;17.85747;
Pécsely;14;588;46.9551435;17.7864493;
Péterhida;4;168;46.0094359;17.3596328;
Ramocsa;1;42;46.7749828;16.4482604;
Tiszaeszlár;63;2646;48.0355119;21.4577541;
Gyulakeszi;17;715;46.8679104;17.4808152;
Jákó;15;631;46.3363265;17.5526299;
Zalaszentgyörgy;10;421;46.8723459;16.7042027;
Szokolya;46;1938;47.8667937;19.0089279;
Magyaregregy;18;759;46.2510091;18.3082723;
Szamoskér;10;422;48.0175843;22.4167568;
Örkény;118;4983;47.1297585;19.4309024;
Vokány;20;845;45.9114812;18.3362045;
Úri;62;2624;46.7864413;8.6420159;
Gyöngyösoroszi;36;1524;47.8290371;19.8925424;
Vállus;3;127;46.8432453;17.302366;
Magyarcsanád;35;1482;46.169666;20.6099339;
Nagylóc;35;1482;48.0354309;19.5726013;
Örményes;24;1017;47.1909035;20.5676271;
Szigetbecse;33;1399;47.1305562;18.9491726;
Vörs;12;509;46.6654371;17.2703932;
Cibakháza;94;3989;46.9590236;20.2062362;
Csólyospálos;38;1614;46.4186126;19.8387567;
Apácatorna;4;170;47.1119007;17.2953983;
Lippó;12;510;45.8644965;18.5694627;
Nagykónyi;25;1063;46.5903723;18.2032011;
Békésszentandrás;86;3658;46.8717052;20.4851283;
Nagyharsány;35;1490;45.847418;18.3998265;
Pácsony;7;298;47.0156586;16.850835;
Baksa;19;809;48.2232612;21.0295939;
Biri;32;1365;12.74184485;124.37800382051503;
Nemesnép;3;128;46.7010822;16.4575784;
Tótújfalu;6;256;45.9029063;17.6420505;
Závod;7;299;46.3936226;18.4145825;
Zalaszántó;22;940;46.8877805;17.2258253;
Csögle;15;642;47.2190874;17.254767;
Foktő;37;1585;46.5290133;18.9192935;
Kerkabarabás;7;300;46.6790302;16.5576343;
Ötvöskónyi;22;943;46.2875802;17.3599489;
Ivád;9;386;48.0207169;20.0608218;
Hajdúszovát;74;3174;47.3904072;21.4750896;
Csöde;2;86;46.836269;16.5422812;
Drávapiski;2;86;45.840022;18.100571;
Kozmadombja;1;43;46.7667572;16.5507466;
Nyugotszenterzsébet;6;258;46.076124;17.9109362;
Pusztaszemes;9;387;46.7659969;17.9255497;
Tarcal;66;2840;48.1298284;21.3455658;
Városlőd;31;1334;47.1460699;17.6540976;
Rákócziújfalu;47;2023;47.0600423;20.2624113;
Pusztaszentlászló;13;560;46.6342567;16.8410158;
Szirmabesenyő;100;4308;48.1540642;20.7959687;
Csárdaszállás;10;431;46.8654397;20.9326192;
Tarnalelesz;39;1681;48.0567685;20.1805943;
Szava;8;345;45.9021231;18.1766579;
Alsózsolca;135;5822;48.0703015;20.8819968;
Oroszló;7;302;46.221317;18.1214854;
Vilyvitány;6;259;48.4945927;21.5625813;
Kisnémedi;17;734;47.7377432;19.2901265;
Hejce;5;216;48.4240516;21.2806882;
Karakó;5;216;47.1158682;17.2006645;
Zsédeny;5;216;47.3406065;16.9046604;
Bácsbokod;60;2593;46.1240247;19.1558176;
Gilvánfa;9;389;45.9188176;17.9609283;
Szendrőlád;50;2162;48.340781;20.7456162;
Kisecset;4;173;47.9370627;19.3086302;
Tázlár;40;1730;46.5490532;19.5139074;
Ököritófülpös;43;1860;47.919036;22.5090032;
Szomor;26;1125;47.5919199;18.6641826;
Gölle;20;866;46.4412291;18.0135054;
Nagypirit;6;260;47.2003219;17.2253537;
Liptód;5;217;46.0461895;18.5156614;
Alsónyék;17;738;46.2034654;18.7343721;
Kissikátor;7;304;48.1936633;20.1316376;
Hercegkút;15;652;48.3360251;21.5288015;
Balatonberény;27;1174;46.710836;17.3193203;
Csoma;10;435;46.3726866;18.0509268;
Somogybükkösd;2;87;46.2990704;16.9883252;
Pusztamagyaród;13;566;46.6017419;16.8201332;
Pilisszentlászló;29;1263;47.7231462;18.9892166;
Tápiószele;143;6235;47.3321179;19.8753916;
Bugyi;123;5363;47.221978;19.1490336;
Enying;155;6775;46.9269341;18.2449727;
Kisbucsa;10;438;46.8154394;16.9421456;
Köcsk;6;263;47.1908459;17.1031579;
Újszentmargita;33;1447;47.7271809;21.1028209;
Kistótfalu;7;307;45.9085402;18.3114217;
Jásztelek;36;1580;47.481372;20.0023081;
Egyházasgerge;16;703;48.1788385;19.6469184;
Tomajmonostora;17;747;47.4340436;20.7039118;
Gógánfa;18;791;47.021478;17.1863844;
Dalmand;29;1275;46.4932711;18.1924783;
Bogdása;6;264;45.8739175;17.789537;
Gutorfölde;22;968;46.6412956;16.7364699;
Győröcske;4;176;48.3853608;22.1515533;
Kányavár;3;132;46.5728354;16.6805803;
Kistolmács;4;176;46.4853181;16.7527575;
Lovászhetény;7;308;46.156963;18.4740221;
Rábasebes;2;88;47.440063;17.2409711;
Újvárfalva;6;264;46.4340375;17.5738533;
Kőszárhegy;36;1585;47.092036;18.3421918;
Vatta;20;881;47.9223781;20.7402717;
Tiszapalkonya;33;1454;47.8864687;21.0545682;
Boldva;55;2424;48.217181;20.7884169;
Birján;12;529;45.9974794;18.3756757;
Révleányvár;11;485;48.3251271;22.0400413;
Pusztamonostor;36;1591;47.5543871;19.7957058;
Csabdi;29;1282;47.5228452;18.6058133;
Újléta;25;1106;47.4624566;21.8767447;
Kesznyéten;41;1818;47.9662919;21.0457462;
Beleg;14;621;46.3160525;17.4105654;
Nagykinizs;8;355;48.2367425;21.0390629;
Kérsemjén;7;311;48.0232104;22.4165423;
Császló;9;400;47.9142421;22.7224995;
Csemő;104;4623;47.1183779;19.697672;
Alsógagy;2;89;48.4047234;21.0236781;
Sopronnémeti;7;312;47.5364115;17.2073443;
Ordacsehi;19;847;46.7432686;17.6241198;
Homokkomárom;5;223;46.5055146;16.9156559;
Kisköre;63;2814;47.4994568;20.4925043;
Madaras;63;2814;46.6054279;24.433808;
Túrony;6;268;45.9038324;18.23178;
Mezőcsát;133;5950;47.8175357;20.903168;
Fertőrákos;51;2282;47.716211;16.6527401;
Zalamerenye;4;179;46.5746371;17.0961394;
Vonyarcvashegy;57;2551;46.7641925;17.3095703;
Szendrő;92;4118;48.4030034;20.7324798;
Bársonyos;17;761;47.5089888;17.9214816;
Márokpapi;15;672;48.1486668;22.5084009;
Vajta;20;896;46.7179922;18.664926;
Vezseny;15;672;47.0336491;20.2199129;
Vízvár;12;538;46.0895204;17.2295719;
Bérbaltavár;12;539;47.0101093;16.9690153;
Méhkerék;47;2112;46.7748493;21.4491781;
Bihardancsháza;4;180;47.2288704;21.3161073;
Borzavár;17;765;47.2915523;17.8271819;
Cégénydányád;15;675;47.9357542;22.547649;
Komlóska;6;270;48.3408217;21.4628981;
Dunaszekcső;42;1892;46.0848787;18.7596125;
Imrehegy;15;676;46.4864671;19.3023694;
Hajdúhadház;297;13394;47.6844833;21.6691853;
Vashosszúfalu;8;361;47.112689;17.0597409;
Alattyán;45;2033;47.4256813;20.0475867;
Erdőkövesd;14;633;48.0406696;20.1009491;
Cserkeszőlő;51;2306;46.8675023;20.195096;
Nyírmeggyes;60;2713;47.9136955;22.2641364;
Orci;12;543;46.4067019;17.87331;
Timár;30;1359;48.1543182;21.4610692;
Heréd;42;1903;47.7044017;19.6335945;
Dubicsány;6;272;48.2844206;20.4910842;
Putnok;152;6896;48.2942607;20.4342869;
Soltszentimre;29;1316;46.7710797;19.2869057;
Várbalog;9;409;47.8339827;17.0705589;
Balinka;21;955;53.76845;23.16176;
Drávaszerdahely;4;182;45.8363381;18.1635815;
Felsőpáhok;16;728;46.7844916;17.1559057;
Kardoskút;18;819;46.4966066;20.7015134;
Tiszapüspöki;46;2093;47.2145342;20.3172973;
Bakonypölöske;9;410;47.2106927;17.4880394;
Ózd;770;35114;48.2196425;20.2954986;
Csővár;14;639;47.8137655;19.3238481;
Oroszi;3;137;47.1546726;17.416208;
Rábaszentandrás;10;457;47.4607906;17.33004;
Városföld;50;2287;46.816342;19.760173;
Kisnyárád;4;183;46.0364912;18.5647986;
Somogyfajsz;12;549;46.5023272;17.5687406;
Kemestaródfa;5;229;46.9964454;16.5177534;
Fülöpjakab;25;1146;46.7419911;19.7225313;
Zalacsány;22;1009;46.8065059;17.097903;
Balatonmáriafürdő;17;780;46.7015468;17.4074991;
Biharugra;20;918;46.9689132;21.5950874;
Dinnyeberki;2;92;46.0972322;17.9563616;
Kajdacs;25;1150;46.5640794;18.6185731;
Kaposgyarmat;2;92;46.2799324;17.8832113;
Velény;3;138;45.9803419;18.0493992;
Csanádapáca;56;2581;46.5328112;20.8833186;
Pogányszentpéter;11;507;46.3841252;17.0630142;
Vizsoly;20;923;48.385049;21.2169419;
Halogy;6;277;46.9705671;16.5613746;
Sásd;66;3051;46.2559563;18.1065598;
Somogyacsa;4;185;46.5920287;17.9539462;
Mezőnagymihály;22;1018;47.8106153;20.7309759;
Csörög;47;2175;47.7344093;19.1904009;
Geresdlak;17;787;46.1083102;18.527004;
Baranyaszentgyörgy;3;139;46.2440725;18.0154249;
Bükkmogyorósd;3;139;48.1285771;20.3548777;
Mátraverebély;41;1903;47.9730296;19.778055;
Felsőnyárád;21;975;48.3289306;20.5985989;
Egerszólát;24;1116;47.8903931;20.2678265;
Nyáregyháza;83;3864;47.2627494;19.5026386;
Zemplénagárd;16;746;48.3625237;22.0689609;
Söjtör;32;1493;46.6700808;16.8536814;
Böde;6;280;46.8360466;16.7172553;
Martonyi;9;420;48.468926;20.7656125;
Uppony;6;280;48.2135007;20.4371745;
Beszterec;22;1027;48.1566785;21.8382588;
Patalom;7;327;46.4488811;17.920658;
Kápolnásnyék;83;3880;47.237503;18.6722759;
Tomor;5;234;48.3273563;20.8827263;
Zselickisfalud;5;234;46.2718755;17.7333283;
Kajászó;24;1124;47.3264844;18.7217551;
Mezőcsokonya;26;1218;46.431662;17.6476233;
Kékcse;34;1594;48.251734;22.009493;
Tamási;173;8115;46.6293978;18.2850331;
Gyomaendrőd;288;13514;46.9358032;20.8260916;
Dunavecse;85;3991;46.9163658;18.9716536;
Üllés;66;3100;46.3371407;19.8486229;
Bürüs;2;94;45.9643044;17.7595024;
Drávasztára;9;423;45.8256215;17.822729;
Litka;1;47;48.45531;21.0585929;
Sajópetri;33;1552;48.0370432;20.8902964;
Szalkszentmárton;60;2824;46.9755241;19.0132851;
Szentgál;60;2824;47.1125816;17.7351064;
Tass;63;2969;47.0200511;19.0321758;
Szalatnak;7;330;46.2891861;18.2801287;
Császártöltés;49;2312;46.4229794;19.1784944;
Barbacs;16;755;47.6457253;17.2963302;
Szaporca;5;236;45.814134;18.1042679;
Hidegkút;10;473;47.0011829;17.8284751;
Hermánszeg;6;284;47.9045706;22.6244604;
Rohod;27;1278;48.0274402;22.1353208;
Szihalom;42;1991;47.7748385;20.4815867;
Fülöpszállás;49;2323;46.8200875;19.2395832;
Csősz;22;1043;47.036543;18.4172468;
Gyüre;28;1328;48.1758965;22.2669136;
Györköny;21;997;46.6345169;18.6945738;
Káva;14;665;47.3556823;19.5879305;
Majs;20;950;45.9087344;18.600301;
Nemeskér;4;190;47.4837829;16.8029043;
Sérsekszőlős;3;143;46.762812;18.0168437;
Kistormás;7;334;46.5000174;18.5658035;
Kurd;24;1146;46.4489547;18.316134;
Pocsaj;58;2770;47.2821487;21.8048015;
Szabadszállás;133;6361;46.8752316;19.2225016;
Hetyefő;2;96;47.0446775;17.1611597;
Pamlény;1;48;48.4948465;20.9284808;
Szentgáloskér;11;528;46.5012942;17.8816735;
Tótszentgyörgy;3;144;46.0523291;17.7179219;
Bodrogolaszi;19;913;48.2876507;21.5176284;
Pacsa;35;1682;46.72254;17.0097774;
Váckisújfalu;10;481;47.7044226;19.3489985;
